symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,normalized-losses_norm,wheel-base_norm,length_norm,width_norm,height_norm,curb-weight_norm,bore_norm,stroke_norm,compression-ratio_norm,horsepower_norm,peak-rpm_norm,city-mpg_norm,highway-mpg_norm,price_norm,highway-mpg-binned,Dual_Overhead,L_Engine,Overhead,Rotary
-1,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110,190.9,65.54894737,56.5,3515,five,183,idi,3.58,3.64,8.860108108,123,4350,22,25,25552,-0.929435688,2.573648004,1.760266507,0,1.429008783,2.34350395,0.984363524,1.534982196,0,0.74599915,-1.842441362,-0.48601652,-0.93622353,2.965482058,2,0,0,1,0
-1,93,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110,190.9,65.54894737,53.55699482,2501.338462,five,183,idi,3.58,3.64,8.860108108,123,4350,22,25,28248,-0.929435688,2.573648004,1.760266507,0,1.04E-14,1.05E-15,0.984363524,1.534982196,0,0.74599915,-1.842441362,-0.48601652,-0.93622353,3.533541476,2,0,0,1,0
0,93,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,187.5,65.54894737,54.9,3495,five,183,idi,3.58,3.64,8.860108108,123,4350,22,25,28176,-0.929435688,1.862517238,1.423316099,0,0.65211105,2.297265558,0.984363524,1.534982196,0,0.74599915,-1.842441362,-0.48601652,-0.93622353,3.51837075,2,0,0,1,0
-1,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,98.05699482,173.1380208,65.54894737,56.3,2501.338462,five,183,idi,3.58,3.64,8.860108108,123,4350,22,25,11477.87435,-0.929435688,-2.45E-14,-8.45E-15,0,1.331896566,1.05E-15,0.984363524,1.534982196,0,0.74599915,-1.842441362,-0.48601652,-0.93622353,0,2,0,0,1,0
-1,115,mercedes-benz,gas,std,four,sedan,rwd,front,98.05699482,173.1380208,65.54894737,56.5,2501.338462,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,11477.87435,-0.041206508,-2.45E-14,-8.45E-15,0,1.429008783,1.05E-15,0.511021255,-0.637266977,-0.85652225,1.764798682,-0.904643445,-1.492943055,-2.168571764,0,1,0,0,1,0
3,142,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,180.3,65.54894737,50.8,2501.338462,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,11477.87435,1.048892939,-0.313973891,0.709774059,0,-1.33868939,1.05E-15,0.511021255,-0.637266977,-0.85652225,1.764798682,-0.904643445,-1.492943055,-2.168571764,0,1,0,0,1,0
0,115,mercedes-benz,gas,std,four,sedan,rwd,front,98.05699482,173.1380208,65.54894737,56.7,2501.338462,eight,308,mpfi,3.8,3.35,8,99.56852792,4500,14,30.31794872,11477.87435,-0.041206508,-2.45E-14,-8.45E-15,0,1.526120999,1.05E-15,1.852157684,0.368403937,-1.315284891,-4.52E-16,-1.490767143,-1.828585233,6.25E-16,0,2,0,0,1,0
1,115,mercedes-benz,gas,std,two,hardtop,rwd,front,98.05699482,173.1380208,65.54894737,55.4,2501.338462,eight,304,mpfi,3.8,3.35,8,99.56852792,4500,14,30.31794872,11477.87435,-0.041206508,-2.45E-14,-8.45E-15,0,0.894891592,1.05E-15,1.852157684,0.368403937,-1.315284891,-4.52E-16,-1.490767143,-1.828585233,6.25E-16,0,2,0,0,1,0
1,115,mercury,gas,turbo,two,hatchback,rwd,front,102.7,178.4,68,54.8,2910,four,140,mpfi,3.78,3.12,8,175,5000,19,24,16503,-0.041206508,1.000540554,0.521478243,1.588855059,0.603554942,0.944792609,1.773267305,-0.556813303,-1.315284891,2.40154839,-0.318519747,-0.989479788,-1.112273278,1.058816749,1,0,0,1,0
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1918,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389,1.815999957,-0.938906987,-1.569596347,-0.74478647,-1.33868939,-1.348631606,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,2.031299816,1.880572433,-1.282953419,4,0,0,1,0
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1944,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189,1.815999957,-0.938906987,-1.569596347,-0.74478647,-1.33868939,-1.288521697,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,1.024373281,1.35242319,-1.114389793,4,0,0,1,0
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,2004,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669,1.815999957,-0.938906987,-1.569596347,-0.74478647,-1.33868939,-1.149806523,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,1.024373281,1.35242319,-1.013251618,4,0,0,1,0
1,161,mitsubishi,gas,turbo,two,hatchback,fwd,front,93,157.3,63.8,50.8,2145,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689,1.815999957,-1.089752907,-1.569596347,-1.133726725,-1.33868939,-0.823825863,-1.185121874,0.529311283,-1.926968413,0.077411957,0.853727649,-0.150374342,-0.055974792,-0.798332995,2,0,0,1,0
3,153,mitsubishi,gas,turbo,two,hatchback,fwd,front,96.3,173,65.4,49.4,2370,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959,1.493007528,-0.378622142,-0.013678287,-0.096552712,-2.018474906,-0.30364396,-0.632889228,0.810899138,-2.079889294,0.523136752,0.853727649,-0.318195431,-0.055974792,-0.320033708,2,0,0,1,0
3,153,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,173,65.4,49.4,2328,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499,1.493007528,-0.378622142,-0.013678287,-0.096552712,-2.018474906,-0.400744582,0.077124176,0.810899138,-0.550680489,-0.368312839,-0.318519747,0.017446747,0.296124704,-0.627662325,3,0,0,1,0
3,115,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2833,four,156,spdi,3.58,3.86,7,145,5000,19,24,12629,-0.041206508,-0.464819811,0.006142325,0.48685767,-1.630026039,0.766774802,0.984363524,2.419972599,-2.844493696,1.446423828,-0.318519747,-0.989479788,-1.112273278,0.242547392,1,0,0,1,0
3,115,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2921,four,156,spdi,3.59,3.86,7,145,5000,19,24,14869,-0.041206508,-0.464819811,0.006142325,0.48685767,-1.630026039,0.970223724,1.023808713,2.419972599,-2.844493696,1.446423828,-0.318519747,-0.989479788,-1.112273278,0.714525544,1,0,0,1,0
3,115,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2926,four,156,spdi,3.59,3.86,7,145,5000,19,24,14489,-0.041206508,-0.464819811,0.006142325,0.48685767,-1.630026039,0.981783322,1.023808713,2.419972599,-2.844493696,1.446423828,-0.318519747,-0.989479788,-1.112273278,0.634457822,1,0,0,1,0
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989,0.362534028,-0.378622142,-0.073140124,-0.096552712,-0.950240523,-0.315203558,0.077124176,0.810899138,-0.550680489,-0.368312839,-0.318519747,0.017446747,0.296124704,-0.945826168,3,0,0,1,0
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2405,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189,0.362534028,-0.378622142,-0.073140124,-0.096552712,-0.950240523,-0.222726775,0.077124176,0.810899138,-0.550680489,-0.368312839,-0.318519747,0.017446747,0.296124704,-0.692980729,3,0,0,1,0
1,125,mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,0.362534028,-0.378622142,-0.073140124,-0.096552712,-0.950240523,-0.227350614,-0.632889228,0.810899138,-2.079889294,0.523136752,0.853727649,-0.318195431,-0.055974792,-0.46331279,2,0,0,1,0
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,0.847022671,-0.378622142,-0.073140124,-0.096552712,-0.950240523,-0.227350614,-0.632889228,0.810899138,-2.079889294,0.523136752,0.853727649,-0.318195431,-0.055974792,-0.46331279,2,0,0,1,0
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1889,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499,0.483656188,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.415677274,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-1.25977592,4,0,0,1,0
1,128,nissan,diesel,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,2017,four,103,idi,2.99,3.47,8.860108108,55,4800,24.8960396,30.31794872,7099,0.483656188,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.119751568,-1.342902631,0.851125975,0,-1.418949856,-0.787418705,0,6.25E-16,-0.922648669,2,0,0,1,0
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1918,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649,0.483656188,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.348631606,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-1.017465709,4,0,0,1,0
1,122,nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1938,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849,0.241411867,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.302393215,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.975324802,4,0,0,1,0
1,103,nissan,gas,std,four,wagon,fwd,front,94.5,170.2,63.8,53.5,2024,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349,-0.525695152,-0.766511651,-0.291166858,-1.133726725,-0.027674466,-1.103568131,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.869972536,4,0,0,1,0
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1951,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299,0.483656188,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.27233826,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.880507763,4,0,0,1,0
1,128,nissan,gas,std,two,hatchback,fwd,front,94.5,165.6,63.8,53.3,2028,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7799,0.483656188,-0.766511651,-0.747040939,-1.133726725,-0.124786682,-1.094320453,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.775155497,4,0,0,1,0
1,122,nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1971,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499,0.241411867,-0.766511651,-0.776771858,-1.133726725,0.457886617,-1.226099869,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.838366856,4,0,0,1,0
1,103,nissan,gas,std,four,wagon,fwd,front,94.5,170.2,63.8,53.5,2037,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7999,-0.525695152,-0.766511651,-0.291166858,-1.133726725,-0.027674466,-1.073513177,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.733014591,4,0,0,1,0
2,168,nissan,gas,std,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,2008,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249,2.098618333,-0.637215148,-1.064170735,-1.133726725,-0.124786682,-1.140558845,-0.711779606,0.127042917,0.825607434,-0.973225061,0.150379211,1.024373281,1.176373442,-0.680338458,4,0,0,1,0
0,106,nissan,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949,-0.404572991,-0.184677388,0.025962937,-0.226199464,0.554998834,-0.40999226,-0.001766202,0.851125975,-0.550680489,-0.08177547,0.150379211,0.353088925,0.648224199,-0.532845285,3,0,0,1,0
0,106,nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549,-0.404572991,-0.184677388,0.025962937,-0.226199464,0.554998834,-0.460854491,-0.001766202,0.851125975,-0.550680489,-0.08177547,0.150379211,0.353088925,0.648224199,-0.406422566,3,0,0,1,0
0,128,nissan,gas,std,four,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13499,0.483656188,0.50490396,0.848518345,0.616504421,0.749223267,1.37249773,0.392685688,0.046589244,0.213923913,1.669286226,0.150379211,-1.325121966,-1.464372773,0.425860335,1,0,0,1,0
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,six,181,mpfi,3.43,3.27,9,152,5200,17,22,14399,-0.323824884,0.50490396,1.135917222,0.616504421,1.23478435,1.837193563,0.392685688,0.046589244,0.213923913,1.669286226,0.150379211,-1.325121966,-1.464372773,0.615494414,1,0,0,1,0
0,108,nissan,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,six,181,mpfi,3.43,3.27,9,152,5200,19,25,13499,-0.323824884,0.50490396,1.135917222,0.616504421,0.749223267,1.291580545,0.392685688,0.046589244,0.213923913,1.669286226,0.150379211,-0.989479788,-0.93622353,0.425860335,2,0,0,1,0
3,116.0206186,nissan,gas,std,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,six,181,mpfi,3.43,3.27,9,160,5200,19,25,17199,1.15E-15,-1.456092998,-0.241615328,1.524031683,-1.872806581,1.31701166,0.392685688,0.046589244,0.213923913,1.923986109,0.150379211,-0.989479788,-0.93622353,1.205467103,2,0,0,1,0
3,116.0206186,nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,six,181,mpfi,3.43,3.27,7.8,99.56852792,5200,17,23,19699,1.15E-15,-1.456092998,-0.241615328,1.524031683,-1.872806581,1.474222191,0.392685688,0.046589244,-1.621126652,-4.52E-16,0.150379211,-1.325121966,-1.288323025,1.732228433,1,0,0,1,0
1,116.0206186,nissan,gas,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,six,181,mpfi,3.43,3.27,9,160,5200,19,25,18399,1.15E-15,0.246310954,0.531388549,1.524031683,-1.872806581,1.474222191,0.392685688,0.046589244,0.213923913,1.923986109,0.150379211,-0.989479788,-0.93622353,1.458312541,2,0,0,1,0
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.199103762,0.511021255,-0.275225448,-0.70360137,-0.08177547,-0.318519747,-0.989479788,-1.112273278,0.088943788,1,0,1,0,0
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,four,152,idi,3.7,3.52,8.860108108,95,5135.858586,28,33,13200,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.608313526,1.457705793,1.052260157,0,-0.145450441,0,0.520910014,0.472174451,0.36285968,3,0,1,0,0
0,115,peugot,gas,std,four,wagon,rwd,front,98.05699482,173.1380208,68.4,53.55699482,3230,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440,-0.041206508,-2.45E-14,-8.45E-15,1.848148562,1.04E-14,1.684606872,0.511021255,-0.275225448,-0.70360137,-0.08177547,-0.318519747,-0.989479788,-1.112273278,0.202724236,1,0,1,0,0
0,115,peugot,diesel,turbo,four,wagon,rwd,front,98.05699482,173.1380208,68.4,53.55699482,3430,four,152,idi,3.7,3.52,8.860108108,95,5135.858586,25,25,13860,-0.041206508,-2.45E-14,-8.45E-15,1.848148562,1.04E-14,2.146990786,1.457705793,1.052260157,0,-0.145450441,0,0.017446747,-0.93622353,0.501924671,2,0,1,0,0
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,four,120,mpfi,3.46,3.258418367,8.4,95,5000,19,24,15580,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.326259338,0.511021255,-1.79E-15,-0.70360137,-0.145450441,-0.318519747,-0.989479788,-1.112273278,0.864336466,1,0,1,0,0
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,four,152,idi,3.7,3.52,8.860108108,95,5135.858586,28,33,16900,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.735469102,1.457705793,1.052260157,0,-0.145450441,0,0.520910014,0.472174451,1.142466448,3,0,1,0,0
0,115,peugot,gas,std,four,wagon,rwd,front,98.05699482,173.1380208,68.4,56.7,3285,four,120,mpfi,3.46,3.258418367,8.4,95,5000,19,24,16695,-0.041206508,-2.45E-14,-8.45E-15,1.848148562,1.526120999,1.811762448,0.511021255,-1.79E-15,-0.70360137,-0.145450441,-0.318519747,-0.989479788,-1.112273278,1.099272019,1,0,1,0,0
0,115,peugot,diesel,turbo,four,wagon,rwd,front,98.05699482,173.1380208,68.4,53.55699482,3485,four,152,idi,3.7,3.52,8.860108108,95,5135.858586,25,25,17075,-0.041206508,-2.45E-14,-8.45E-15,1.848148562,1.04E-14,2.274146362,1.457705793,1.052260157,0,-0.145450441,0,0.017446747,-0.93622353,1.179339741,2,0,1,0,0
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.326259338,0.511021255,-0.275225448,-0.70360137,-0.08177547,-0.318519747,-0.989479788,-1.112273278,1.085576224,1,0,1,0,0
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,four,152,idi,3.7,3.52,8.860108108,95,5135.858586,28,33,17950,1.815999957,2.121110244,1.34403365,1.848148562,1.526120999,1.735469102,1.457705793,1.052260157,0,-0.145450441,0,0.520910014,0.472174451,1.363706206,3,0,1,0,0
0,161,peugot,gas,turbo,four,sedan,rwd,front,108,186.7,68.3,56,3130,four,134,mpfi,3.61,3.21,7,142,5600,18,24,18150,1.815999957,2.142659661,1.34403365,1.783325186,1.186228241,1.453414915,1.102699091,-0.194771775,-2.844493696,1.350911372,1.088177128,-1.157300877,-1.112273278,1.405847113,1,0,1,0,0
1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572,0.120289706,-0.938906987,-1.569596347,-1.133726725,-1.33868939,-1.348631606,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,2.031299816,1.880572433,-1.244394489,4,0,0,1,0
1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957,0.120289706,-0.938906987,-1.569596347,-1.133726725,-1.33868939,-0.863128496,-1.185121874,0.529311283,-1.926968413,0.077411957,0.853727649,-0.150374342,-0.055974792,-0.741864181,2,0,0,1,0
1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,1.533381582,-0.938906987,-1.569596347,-1.133726725,-1.435801606,-1.235347547,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,1.024373281,1.35242319,-1.105961612,4,0,0,1,0
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,1.533381582,-0.938906987,-0.578565736,-1.133726725,-1.33868939,-1.184485316,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,1.024373281,1.35242319,-1.008405414,4,0,0,1,0
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,1.533381582,-0.938906987,-0.578565736,-1.133726725,-1.33868939,-0.717477563,-1.421793009,-0.114318102,0.825607434,-1.005062546,0.853727649,1.024373281,1.35242319,-0.815189358,4,0,0,1,0
-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,53.55699482,2535,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921,-1.696542706,1.129837056,0.144886611,-0.615139719,1.04E-14,0.07782277,0.077124176,0.810899138,-0.550680489,-0.368312839,-0.318519747,-0.150374342,-0.055974792,-0.538745012,2,0,0,1,0
3,115,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,four,156,spdi,3.59,3.86,7,145,5000,19,24,12764,-0.041206508,-0.464819811,0.006142325,0.48685767,-1.630026039,0.732096008,1.023808713,2.419972599,-2.844493696,1.446423828,-0.318519747,-0.989479788,-1.112273278,0.270992504,1,0,0,1,0
3,116.0206186,porsche,gas,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,four,151,mpfi,3.330447761,3.11,9.5,143,5500,19,27,22018,1.15E-15,-0.766511651,-0.420000838,1.783325186,-1.630026039,0.639619225,3.50E-15,-0.59704014,0.978528315,1.382748858,0.853727649,-0.989479788,-0.584124035,2.220852242,2,0,0,1,0
3,115,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65,51.6,2756,six,194,mpfi,3.74,2.9,9.5,99.56852792,5900,17,25,11477.87435,-0.041206508,-1.843982507,-0.420000838,-0.355846216,-0.950240523,0.588756995,1.615486549,-1.441803707,0.978528315,-4.52E-16,1.791525566,-1.325121966,-0.93622353,0,2,0,0,1,0
3,115,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65,51.6,2756,six,194,mpfi,3.74,2.9,9.5,99.56852792,5900,17,25,11477.87435,-0.041206508,-1.843982507,-0.420000838,-0.355846216,-0.950240523,0.588756995,1.615486549,-1.441803707,0.978528315,-4.52E-16,1.791525566,-1.325121966,-0.93622353,0,2,0,0,1,0
3,115,porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65,51.6,2800,six,194,mpfi,3.74,2.9,9.5,99.56852792,5900,17,25,11477.87435,-0.041206508,-1.843982507,-0.420000838,-0.355846216,-0.950240523,0.690481456,1.615486549,-1.441803707,0.978528315,-4.52E-16,1.791525566,-1.325121966,-0.93622353,0,2,0,0,1,0
1,115,porsche,gas,std,two,hatchback,rwd,front,98.4,175.7,65.54894737,50.5,3366,eight,203,mpfi,3.330447761,3.11,10,99.56852792,5750,17,28,10295,-0.041206508,0.073915617,0.253899978,0,-1.484357715,1.999027933,3.50E-15,-0.59704014,1.743132717,-4.52E-16,1.439851347,-1.325121966,-0.408074287,-0.249236985,2,1,0,0,0
0,115,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,four,132,mpfi,3.46,3.258418367,8.7,95,5200,23,31,9295,-0.041206508,-0.421720977,0.828697733,0.616504421,0.797779375,0.179547231,0.511021255,-1.79E-15,-0.244838729,-0.145450441,0.150379211,-0.318195431,0.120074956,-0.459941517,3,0,0,1,0
2,115,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,four,132,mpfi,3.46,3.258418367,8.7,95,5200,23,31,9895,-0.041206508,-0.421720977,0.362913345,0.681327797,-1.484357715,-0.095571198,0.511021255,-1.79E-15,-0.244838729,-0.145450441,0.150379211,-0.318195431,0.120074956,-0.333518798,3,0,0,1,0
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850,1.371885368,0.224761537,1.334123344,0.616504421,1.23478435,0.362188877,0.826582768,-0.757947486,0.687978642,0.33211184,0.267603951,-0.65383761,-0.408074287,0.078408562,2,0,0,1,0
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170,-0.485321098,0.224761537,1.334123344,0.616504421,1.23478435,0.447729901,0.826582768,-0.757947486,0.672686554,0.33211184,0.267603951,-0.65383761,-0.408074287,0.145834012,2,0,0,1,0
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,four,121,mpfi,3.330447761,3.258418367,9.3,110,5250,21,28,15040,1.371885368,0.224761537,1.334123344,0.616504421,1.23478435,0.475472936,3.50E-15,-1.79E-15,0.672686554,0.33211184,0.267603951,-0.65383761,-0.408074287,0.750556019,2,0,0,1,0
